code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,8,3.0,4.0,1.0,7,8.1,10.0,10.0,2.0,18,26,116,9,10,6,25,14,12,11,10,26,21,12,15,11,10,29,28,44,28,35,107,3,4,1,5,4,4,2,15,11,14,40,15,15,5,13,9,14,71,AANIN01906I4C,2,0,AANIN01906I4C,employed,2138522.0,,someone_else,2138522,40.0,Yes,38,100000.0,5.0,CO, , , , ,19.0,18,6,22,24,20,12,NA,NA,NA,NA,NA,NA,NA,151,NA,13,116,16,21,17,18,15,14,15,10,14,3,27,120,16,72,16,16,15,14,14,43,4.0,4.0,4.0,4,6,4,5,6,6,6,6,5,1.0,1.0,1.0,1.0,AANIN01906I4C,100,1,6439,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,14.0,17.0,NaN,5.0,5.0,6.0,6.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,NA,19,NA,AANIN01906I4C,3L7SUC0TTUBK8R8RGDA4AJ25ZPX0ML,34,39,CO,203.0,34.0,5.0,77.0,5.0,1.0,5.0,Straight,67.0,143.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,NaN,5.0,3.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,6.0,9.0,6.0,10.0,10.0,6.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,84000,NA,1,100.0,100.0,20.0,100.0,61.0,100.0,17.0,7.0,6/9/18 7:01,6/9/18 7:11,73.141.1.97,554,R_2ZCAfPpjJHCXp9E,40.39790344,-75.23200226,f,47,Conservative,Black,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,36.0,250,"Education, Training, and Library",1.0,6.0,2.0,NaN,profit,0,NaN,NaN,Masters,Individual contributor,< 100K,5.333333333333333,6,Masters,Graduate,45-54,1,1,0,0,0,0,0,0
CO,5,2.0,3.0,4.0,7.3,6.5,8.9,6.6,1.0,22,45,55,9,12,5,26,16,13,12,12,29,24,13,15,12,12,32,32,36,20,25,81,2,3,4,4,3,4,2,12,11,9,32,12,12,10,12,11,12,69,A3UQ9R1VDVVQKR,3,1,A3UQ9R1VDVVQKR,employed,,,someone_else,,45.0,Yes,96,75000,4.0,CO, , , , ,20.0,16,6,19,17,17,14,NA,NA,NA,NA,NA,NA,NA,125,NA,14,93,11,19,15,13,8,11,16,15,17,4,36,130,22,66,21,21,14,11,13,38,6.0,4.0,4.0,4,4,5,5,5,4,6,6,4,1.0,1.0,1.0,1.0,A3UQ9R1VDVVQKR,58,0,6443,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,NA,18,NA,A3UQ9R1VDVVQKR,3L7SUC0TTUBK8R8RGDA4AJ25ZPX0ML,13,31,CO,123.0,41.0,5.0,30.0,4.0,1.0,1.0,Straight,73.0,150.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,NaN,15.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,3.0,NA,6.0,7.0,6.0,6.0,6.0,6.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,72000,NA,2,66.0,65.0,29.0,85.0,70.0,79.0,15.0,10.0,6/9/18 7:31,6/9/18 7:38,73.38.16.11,388,R_9MiczXq6bqad6U1,41.55070496,-72.09359741,m,32,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,121.0,10000,Business and Financial Operations,1.0,4.0,2.0,NaN,profit,0,12,25,Masters,Individual contributor,< 75K,4.777777777777778,6,Masters,Graduate,25-34,3,2,0,0,0,0,1,0
CO,5,2.0,2.0,2.0,5,5.0,4.8,5.0,1.0,17,72,73,9,9,3,21,12,12,12,12,24,24,12,12,12,12,24,24,28,16,20,64,2,2,2,4,4,4,2,9,9,9,27,9,9,9,9,9,9,54,A2H6G0QD4UMCHG,5,0,A2H6G0QD4UMCHG,employed,9771831,,someone_else,9771831,40.0,Yes,65,75000.0,4.0,CO, , , , ,14.0,14,12,13,13,12,12,NA,NA,NA,NA,NA,NA,NA,149,NA,18,99,12,24,16,16,7,12,12,7,12,3,22,105,16,57,16,16,13,9,9,31,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,A2H6G0QD4UMCHG,51,51,6444,NA,NA,NA,NA,1.0,7.0,1.0,4.0,1.0,7.0,12.0,NaN,4.0,4.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,NA,15,NA,A2H6G0QD4UMCHG,3K2CEDRACBILO05IEFYEUU4AW0TTMP,145,80,CO,300.0,59.0,118.0,116.0,4.0,1.0,3.0,Straight,63.0,114.0,0.0,0.0,0.0,0.0,0.0,3.0,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,NaN,0.0,0.0,0.0,0.0,NaN,1.0,Yes,3.0,3.0,NA,6.0,6.0,6.0,6.0,6.0,6.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,47.0,46.0,50.0,48.0,67.0,53.0,19.0,35.0,6/9/18 7:30,6/9/18 7:47,75.191.248.38,1002,R_1gSGXf1ewbLxzYe,36.00740051,-79.87319946,f,32,Far left,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,65.0,5000,Community and Social Services,1.0,15.0,2.0,NaN,gov,0,12,12,Masters,Individual contributor,< 75K,4,6,Masters,Graduate,25-34,1,1,0,0,0,0,1,1
CO,5,1.0,2.0,3.0,8.2,7.9,9.2,5.1,4.0,24,69,57,16,17,6,39,15,19,16,17,34,33,19,18,16,17,37,38,40,27,26,93,1,2,3,5,7,6,1,14,15,13,42,12,11,11,15,11,14,74,A2FG47R5I9M8U0,2,20,A2FG47R5I9M8U0,employed,5157643,,someone_else,5157643,45.0,Yes,48,100000000,6.0,CO,A very happy person,More happy, , ,20.0,11,12,17,14,18,19,NA,NA,NA,NA,NA,NA,NA,162,NA,21,106,15,27,11,17,15,13,8,20,18,3,41,158,28,77,28,25,16,12,13,41,7.0,7.0,5.0,5,6,4,5,5,5,5,5,6,2.0,2.0,1.0,1.0,A2FG47R5I9M8U0,100,19,6445,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,7.0,9.0,NaN,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,NA,20,NA,A2FG47R5I9M8U0,379OL9DBSSV2Y2LIZCH8XPQ5B34Y9K,22,31,CO,185.0,37.0,37.0,64.0,6.0,1.0,3.0,Straight,74.0,210.0,-8.0,-10.0,-8.0,0.0,-10.0,1.0,1,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,15.0,3.0,5.0,1.0,had to go help my mother with something,1.0,Yes,5.0,2.0,NA,9.0,11.0,9.0,11.0,11.0,11.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,187000,NA,3,100.0,100.0,71.0,100.0,100.0,99.0,17.0,12.0,6/9/18 7:39,6/9/18 7:48,73.180.169.194,503,R_26nf4RYnkUUzmgv,39.08979797,-77.06109619,m,45,Liberal,White,NaN,7,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,50.0,5000,Management,1.0,60.0,1.0,60.0,gov,1,6,25,"Professional (MD, JD)",Manager/team lead/exec,> 100K,5.111111111111111,7,Terminal,Graduate,45-54,3,3,0,0,1,0,0,0
CO,8,1.0,3.0,3.0,7.5,7.0,7.0,6.0,4.0,23,106,91,9,15,4,28,15,15,12,12,30,24,15,16,12,12,32,27,40,26,29,95,1,3,3,4,3,5,6,12,12,6,30,15,12,9,13,10,9,68,AMNFTKDZS37SI,1,0,AMNFTKDZS37SI,employed,,,someone_else,,45.0,Yes,25,75000,4.0,CO, , , , ,12.0,8,22,23,20,15,13,NA,NA,NA,NA,NA,NA,NA,154,NA,13,111,15,24,16,16,13,14,13,12,13,3,28,116,10,79,10,17,18,16,16,50,5.0,6.0,2.0,5,6,6,6,7,6,7,6,6,2.0,2.0,1.0,1.0,AMNFTKDZS37SI,80,40,6446,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,2.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,NA,23,NA,AMNFTKDZS37SI,382GHPVPHS80LTIITWSRQNJCGAW34O,26,52,CO,200.0,56.0,6.0,54.0,4.0,1.0,1.0,Straight,66.0,188.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,8.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,8.0,NaN,15.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,3.0,NA,9.0,8.0,10.0,9.0,7.0,10.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,58800,NA,1,80.0,90.0,80.0,100.0,60.0,100.0,17.0,35.0,6/9/18 7:39,6/9/18 7:48,24.40.128.90,546,R_3KwNbi51UyzYQsn,36.03779602,-78.9858017,f,48,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,33.0,50000,Business and Financial Operations,1.0,8.0,1.0,1.0,non_profit,1,12,25,Masters,Manager/team lead/exec,< 75K,6.111111111111111,6,Masters,Graduate,45-54,3,2,0,0,0,0,1,0
CO,7,1.0,2.0,3.0,7.4,7.5,6.4,NaN,1.0,25,53,74,12,14,5,31,16,16,14,16,32,30,16,19,14,16,36,35,43,25,27,95,1,2,3,5,5,5,2,10,10,12,32,15,11,8,15,10,6,65,A291ANCQDMM2QE,2,1,A291ANCQDMM2QE,employed,2138522.0,,someone_else,2138522,,Yes,NA,,5.0,, , , , ,23.0,0,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,144,NA,14,99,15,24,15,12,13,10,10,14,18,5,37,138,20,77,20,21,18,15,14,47,6.0,6.0,5.0,6,5,6,6,6,6,6,5,6,2.0,2.0,1.0,2.0,A291ANCQDMM2QE,71,9,6452,NA,NA,NA,NA,1.0,7.0,1.0,2.0,0.0,20.0,23.0,NaN,5.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,NA,20,NA,A291ANCQDMM2QE,3WRBLBQ2GRPKGHC55AC9XEI833L0GD,27,61,CO,291.0,51.0,7.0,107.0,5.0,65.0,4.0,Straight,63.0,135.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,NaN,15.0,2.0,0.0,0.0,NaN,0.0,"NA",5.0,3.0,NA,6.0,5.0,7.0,6.0,6.0,7.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,84.0,43.0,76.0,100.0,34.0,85.0,18.0,11.0,6/9/18 8:24,6/9/18 8:36,108.184.200.199,708,R_12A7IIyVeHtQ4NK,33.74740601,-117.9938965,f,48,Liberal,White,NaN,2,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,60.0,100,Office and Administrative Support,1.0,3.0,2.0,NaN,profit,0,12,25,High school,Individual contributor,< 100K,5.777777777777778,2,No undergrad,No undergrad,45-54,4,3,0,0,0,0,1,0
CO,8,1.0,2.0,3.0,8,9.0,9.5,9.0,4.0,24,49,48,15,16,4,35,15,15,15,15,30,30,15,19,15,15,37,34,48,26,31,105,1,2,3,5,4,5,3,11,14,12,37,14,13,10,13,13,11,74,A314XJY8V1YL12,2,0,A314XJY8V1YL12,employed,476252,,someone_else,476252.0,40.0,Yes,94,75000,4.0,CO, , , , ,14.0,13,14,21,23,20,19,NA,NA,NA,NA,NA,NA,NA,174,NA,14,130,17,28,19,18,15,15,18,11,13,3,27,167,28,87,24,28,20,16,17,53,7.0,6.0,6.0,6,7,6,6,7,6,7,7,6,2.0,2.0,1.0,1.0,A314XJY8V1YL12,80,20,6455,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,NA,18,NA,A314XJY8V1YL12,3NBFJK3IOHZ5JY4O7VEKNFEQ160GOI,33,49,CO,275.0,58.0,53.0,68.0,4.0,1.0,1.0,Straight,63.0,180.0,-2.0,-5.0,8.0,-2.0,-4.0,1.0,4,5.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,4.0,8.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,12.0,7.0,5.0,0.0,8.0,"It's usually when an appliance breaks down or I have a contractor coming to my house for work or an estimate, occasionally I take care of other personal business and need a day off for an appointment. Things like this are what I use other days off for.",1.0,Yes,5.0,5.0,NA,10.0,8.0,9.0,10.0,6.0,8.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,44000,NA,2,72.0,90.0,12.0,100.0,42.0,86.0,18.0,11.0,6/9/18 8:54,6/9/18 9:05,67.242.39.239,689,R_sb9CsYnAu8MRMZ3,42.91290283,-76.56590271,f,46,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,102.0,5000,"Life, Physical, and Social Science",1.0,3.0,3.0,2.0,non_profit,0,25,25,Masters,Both manager and IC,< 75K,6.444444444444445,6,Masters,Graduate,45-54,3,3,0,0,0,0,0,0
CO,1,4.0,3.0,1.0,2.2,4.1,5.8,NaN,3.0,12,79,67,3,3,2,8,12,12,12,12,24,24,12,8,12,12,20,20,13,16,5,34,4,3,1,3,2,2,4,7,9,6,22,9,5,6,9,6,5,40,A2AOD3GOS9NKFC,0,2,A2AOD3GOS9NKFC,employed,9771831,,someone_else,9771831,40.0,Yes,20,75000.0,6.0,CO, , , , ,8.0,11,20,18,15,8,8,NA,NA,NA,NA,NA,NA,NA,95,NA,11,42,4,6,5,4,7,8,8,15,27,7,49,90,20,26,21,23,6,0,2,8,1.0,3.0,4.0,2,2,1,1,1,1,2,2,1,3.0,3.0,3.0,3.0,A2AOD3GOS9NKFC,7,14,6456,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,NA,23,NA,A2AOD3GOS9NKFC,32K26U12DN5XXY3U6HZQCM51K7HVDP,17,30,CO,147.0,37.0,26.0,47.0,6.0,1.0,1.0,Straight,69.0,160.0,-10.0,-10.0,-10.0,-10.0,-10.0,1.0,8,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,6.0,5.0,6.0,3.0,0.0,0.0,NaN,1.0,Yes,6.0,1.0,NA,6.0,4.0,1.0,6.0,5.0,1.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,52000,NA,4,28.0,41.0,49.0,75.0,60.0,39.0,19.0,12.0,6/9/18 9:04,6/9/18 9:10,74.104.131.189,390,R_2YnfOrjzGBnhJFr,42.05430603,-71.37149811,m,28,Far right,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,26.0,5000,Information Technology,1.0,6.0,2.0,NaN,profit,2,3,NaN,Bachelors,Individual contributor,> 100K,1.4444444444444444,5,Undergrad,Undergrad,25-34,1,1,1,0,0,0,0,0
CO,8,1.0,2.0,3.0,8.5,8.7,8.6,9.7,4.0,25,25,68,13,18,6,37,20,20,20,20,40,40,20,20,20,20,40,40,45,24,32,101,1,2,3,5,5,6,2,14,14,12,40,15,15,15,14,15,15,89,A2AVYMFZ8GZPJ4,2,1,A2AVYMFZ8GZPJ4,employed,,,someone_else,,40.0,Yes,60,100000,4.0,CO, , , , ,17.0,9,15,22,18,24,15,NA,NA,NA,NA,NA,NA,NA,199,NA,22,125,18,25,20,19,15,12,16,7,12,3,22,136,20,72,24,20,19,17,12,48,4.0,6.0,5.0,6,6,6,6,7,7,6,3,6,1.0,1.0,1.0,1.0,A2AVYMFZ8GZPJ4,91,6,6457,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,NA,18,NA,A2AVYMFZ8GZPJ4,31SIZS5W59WZT0QI2J00BONXIGTQRW,26,100,CO,314.0,68.0,84.0,66.0,4.0,1.0,1.0,Straight,60.0,150.0,9.0,0.0,7.0,0.0,5.0,1.0,8,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,NaN,4.0,2.0,0.0,0.0,NaN,1.0,Yes,3.0,3.0,NA,9.0,8.0,8.0,9.0,8.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,70000,NA,1,80.0,100.0,39.0,60.0,97.0,97.0,15.0,9.0,6/9/18 9:20,6/9/18 9:34,74.102.224.63,857,R_2eWsbu9HpBt2p5w,40.67689514,-74.21549988,f,25,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,60.0,500,Management,1.0,10.0,1.0,10.0,profit,0,12,12,Bachelors,Manager/team lead/exec,< 75K,5.888888888888889,5,Undergrad,Undergrad,25-34,4,4,0,0,0,0,1,1
CO,6,2.0,4.0,3.0,9.2,7.1,4.0,1.9,4.0,23,108,44,10,11,6,27,16,17,16,16,33,32,17,17,16,16,37,40,45,25,32,102,2,4,3,5,3,5,1,13,14,15,42,15,11,10,15,12,10,73,A2XMNG4YU43G39,2,1,A2XMNG4YU43G39,employed,,,someone_else,,45.0,Yes,63,75000,5.0,CO, , , , ,18.0,16,18,23,20,20,14,NA,NA,NA,NA,NA,NA,NA,143,NA,13,103,13,23,16,15,13,12,11,13,19,5,37,155,20,83,28,24,25,15,17,52,6.0,3.0,5.0,6,6,6,6,7,5,7,6,7,1.0,1.0,1.0,1.0,A2XMNG4YU43G39,60,9,6463,NA,NA,NA,NA,1.0,7.0,1.0,1.0,1.0,NaN,NaN,4.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,NA,16,NA,A2XMNG4YU43G39,302U8RURJZI6JAU7VBDT8RHVYBJNVZ,31,59,CO,311.0,51.0,7.0,137.0,5.0,1.0,1.0,Bisexual,160.0,56.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,NaN,5.0,0.0,2.0,0.0,NaN,0.0,"NA",5.0,5.0,NA,11.0,9.0,10.0,11.0,10.0,10.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,60000,NA,2,90.0,100.0,45.0,100.0,100.0,100.0,16.0,14.0,6/9/18 10:00,6/9/18 10:13,32.211.24.192,758,R_1eWX19GaZIbtp6O,41.53720093,-72.78009796,f,30,Liberal,White,NaN,4,1,NaN,NaN,1.0,NaN,6.0,50.0,1.0,74.0,50,Management,1.0,11.0,1.0,5.0,profit,0,25,25,Associates,Manager/team lead/exec,< 100K,6.222222222222222,4,No undergrad,No undergrad,25-34,3,3,0,0,0,0,0,0
CO,5,2.0,3.0,4.0,9,9.5,9.3,8.5,2.0,20,92,63,12,14,5,31,18,20,16,17,38,33,20,16,16,17,36,34,43,26,28,97,2,3,4,6,6,5,3,13,14,11,38,14,15,15,14,13,14,85,A3IP8WX9W9NAOD,2,0,A3IP8WX9W9NAOD,employed,5157643,,someone_else,5157643,40.0,Yes,32,75000,4.0,CO,A very happy person,More happy, , ,22.0,20,16,13,19,24,16,NA,NA,NA,NA,NA,NA,NA,127,NA,12,80,10,17,12,14,9,7,11,21,35,6,62,145,21,77,24,23,18,14,14,46,6.0,5.0,5.0,6,5,6,5,6,6,6,5,6,3.0,3.0,2.0,3.0,A3IP8WX9W9NAOD,90,5,6465,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,9.0,14.0,NaN,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,NA,19,NA,A3IP8WX9W9NAOD,31S7M7DAGG71IINXE3XZUHPLWV3TLN,35,136,CO,381.0,71.0,21.0,126.0,4.0,1.0,3.0,Straight,5.4,140.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,NaN,2.0,0.0,1.0,0.0,NaN,0.0,"NA",3.0,4.0,NA,10.0,9.0,11.0,9.0,10.0,10.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,23.0,24.0,45.0,44.0,62.0,59.0,15.0,9.0,6/9/18 10:15,6/9/18 10:33,73.65.173.107,1121,R_3Eg2cEt1tfMt7Eo,40.58700562,-111.9878006,f,35,Conservative,White,NaN,7,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,27.0,20,Healthcare Practitioner and Technical,1.0,6.0,3.0,5.0,profit,1,24,12,"Professional (MD, JD)",Both manager and IC,< 75K,5.666666666666667,7,Terminal,Graduate,35-44,2,3,0,0,0,0,0,1
CO,8,3.0,2.0,1.0,4,5.0,4.0,5.0,1.0,19,40,43,9,10,2,21,11,12,8,8,23,16,12,12,8,8,24,16,23,15,22,60,3,2,1,4,3,4,3,12,14,13,39,12,12,9,10,9,12,64,A3V8LIMUUJWUTL,1,1,A3V8LIMUUJWUTL,employed,9771831,,someone_else,9771831,40.0,Yes,50,45000.0,4.0,CO, , , ,Not at all,25.0,13,12,20,18,19,15,NA,NA,NA,NA,NA,NA,NA,121,NA,13,83,9,18,12,9,12,10,13,11,12,4,27,120,16,61,20,23,15,8,11,34,5.0,5.0,5.0,5,5,4,4,4,3,5,4,5,1.0,1.0,1.0,1.0,A3V8LIMUUJWUTL,50,0,6466,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,NA,18,NA,A3V8LIMUUJWUTL,3ZRKL6Z1E8KKHQWHECVT7KORYV3GSF,17,47,CO,314.0,52.0,4.0,60.0,4.0,1.0,2.0,Straight,70.0,180.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,NaN,0.0,0.0,0.0,0.0,NaN,0.0,"NA",3.0,1.0,NA,7.0,7.0,7.0,8.0,6.0,8.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,78.0,80.0,50.0,45.0,75.0,80.0,19.0,11.0,6/9/18 10:27,6/9/18 10:38,75.97.157.34,633,R_2TYuIn26EFGzxLX,41.2808075,-75.89620209,m,36,Liberal,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,60.0,10,Food Preparation and Serving Related,1.0,3.0,3.0,2.0,profit,0,3,12,Some college,Both manager and IC,< 75K,4.333333333333333,3,No undergrad,No undergrad,35-44,1,1,1,0,0,0,0,1
